用户ID,商品名称,购买数量
447,商品59,8
447,商品30,3
447,商品55,1
447,商品12,5
447,商品8,9
447,商品79,6
447,商品18,8
447,商品3,2
447,商品53,6
448,商品32,6
448,商品50,6
448,商品21,2
448,商品57,4
448,商品58,10
448,商品36,8
449,商品51,2
449,商品71,8
449,商品12,7
449,商品78,7
449,商品24,1
450,商品30,8
450,商品43,1
450,商品12,10
450,商品18,5
450,商品34,3
451,商品8,5
451,商品15,2
451,商品25,4
451,商品20,8
452,商品59,10
452,商品78,2
452,商品57,7
452,商品127,4
453,商品60,9
453,商品37,9
453,商品8,3
453,商品78,3
453,商品35,8
453,商品46,8
453,商品38,7
454,商品51,8
454,商品12,10
454,商品27,4
454,商品6,2
454,商品61,5
454,商品79,10
454,商品18,9
454,商品140,7
455,商品25,2
455,商品68,4
455,商品101,8
456,商品5,3
456,商品12,4
456,商品37,10
456,商品8,5
456,商品69,2
456,商品44,4
456,商品16,6
456,商品25,6
457,商品94,8
457,商品25,5
458,商品6,4
458,商品18,9
459,商品105,7
460,商品86,9
461,商品7,2
462,商品20,7
462,商品130,2
463,商品30,8
463,商品43,3
464,商品8,4
464,商品107,2
464,商品47,9
465,商品31,8
465,商品18,9
465,商品40,3
465,商品111,10
465,商品38,2
466,商品31,1
466,商品51,2
466,商品144,10
466,商品43,2
466,商品27,1
466,商品79,8
466,商品18,1
466,商品2,6
466,商品57,3
466,商品97,3
467,商品12,4
467,商品8,7
467,商品10,9
468,商品31,9
468,商品43,2
468,商品74,1
468,商品32,9
468,商品81,3
469,商品8,8
469,商品18,3
469,商品36,8
470,商品31,8
470,商品3,1
470,商品108,3
471,商品12,1
471,商品46,4
472,商品25,8
472,商品53,9
473,商品59,8
473,商品93,1
473,商品8,8
473,商品15,10
473,商品18,2
473,商品40,6
473,商品133,10
473,商品57,10
474,商品25,4
475,商品12,2
475,商品61,3
475,商品113,7
475,商品66,10
476,商品55,9
476,商品8,7
476,商品27,5
476,商品99,10
476,商品50,8
477,商品55,3
477,商品1,2
477,商品12,1
478,商品53,1
479,商品8,10
479,商品10,1
479,商品32,10
479,商品35,8
480,商品78,8
481,商品40,4
481,商品25,1
482,商品71,5
482,商品9,10
482,商品8,1
482,商品27,10
482,商品64,4
482,商品39,6
482,商品61,8
482,商品98,6
482,商品10,5
482,商品24,4
482,商品7,10
482,商品14,2
482,商品26,10
482,商品145,6
483,商品31,10
483,商品32,3
484,商品51,3
484,商品72,5
484,商品30,3
484,商品43,10
484,商品66,3
484,商品18,5
484,商品28,2
484,商品16,8
484,商品146,4
484,商品68,7
484,商品58,1
485,商品20,3
486,商品25,2
486,商品20,3
486,商品58,2
487,商品124,6
487,商品12,1
487,商品69,7
487,商品91,9
487,商品25,6
487,商品32,5
488,商品64,8
488,商品48,3
489,商品12,3
489,商品37,8
489,商品19,6
489,商品25,5
490,商品54,4
490,商品18,10
490,商品32,5
491,商品71,7
491,商品126,10
491,商品80,7
492,商品38,10
493,商品52,9
493,商品32,6
493,商品46,9
493,商品53,4
494,商品8,1
494,商品10,8
494,商品7,3
495,商品18,10
495,商品40,9
495,商品83,2
496,商品20,8
496,商品147,9
497,商品131,7
497,商品20,5
498,商品1,6
498,商品12,1
498,商品32,10
499,商品59,8
499,商品12,1
499,商品79,5
499,商品57,1
500,商品12,10
500,商品53,9
501,商品95,2
501,商品42,1
502,商品8,8
502,商品64,8
502,商品25,1
503,商品9,7
503,商品95,6
503,商品53,4
504,商品34,3
504,商品32,3
504,商品20,10
505,商品5,10
505,商品9,3
505,商品18,2
505,商品7,5
505,商品35,3
505,商品48,6
506,商品43,8
506,商品10,9
506,商品67,7
506,商品44,3
506,商品24,7
506,商品25,7
506,商品32,2
506,商品68,1
506,商品35,8
506,商品20,4
507,商品32,10
507,商品68,1
508,商品8,6
508,商品27,4
509,商品5,8
509,商品12,3
509,商品6,7
509,商品25,7
509,商品103,6
510,商品24,3
510,商品52,5
511,商品52,4
511,商品34,9
511,商品57,2
512,商品5,1
512,商品43,4
512,商品7,6
512,商品25,5
512,商品83,2
512,商品48,6
512,商品127,10
512,商品53,4
513,商品66,4
514,商品7,8
514,商品42,8
514,商品57,9
514,商品97,10
515,商品32,4
516,商品8,2
517,商品20,10
518,商品59,3
518,商品30,2
518,商品60,3
518,商品37,4
518,商品8,8
518,商品141,7
518,商品118,10
518,商品84,10
518,商品75,1
518,商品126,10
518,商品70,6
518,商品7,10
518,商品32,3
518,商品26,7
518,商品122,7
518,商品58,3
518,商品36,5
519,商品12,10
519,商品6,4
520,商品6,9
520,商品25,6
520,商品29,6
521,商品89,9
522,商品25,2
522,商品48,6
523,商品1,1
523,商品60,6
523,商品12,7
523,商品39,8
523,商品34,8
523,商品35,1
523,商品57,4
524,商品55,8
524,商品43,3
524,商品12,6
524,商品8,1
524,商品18,5
525,商品37,8
525,商品81,3
526,商品12,6
526,商品3,7
527,商品32,1
528,商品8,6
528,商品6,3
528,商品84,10
528,商品3,3
528,商品25,1
528,商品35,9
528,商品46,8
529,商品94,10
529,商品6,10
530,商品1,7
530,商品67,10
530,商品18,1
530,商品32,9
531,商品68,8
532,商品121,9
533,商品32,6
534,商品5,9
534,商品8,8
534,商品54,8
534,商品24,4
534,商品99,10
534,商品53,2
535,商品32,9
535,商品121,1
536,商品24,3
536,商品25,1
536,商品32,10
536,商品47,6
537,商品7,6
537,商品76,9
537,商品77,4
538,商品5,8
538,商品43,8
538,商品8,9
538,商品79,8
538,商品107,5
538,商品73,1
538,商品7,2
538,商品83,10
538,商品77,10
539,商品59,10
539,商品9,10
539,商品8,4
539,商品39,9
540,商品1,2
540,商品25,1
541,商品31,3
542,商品31,3
542,商品18,8
543,商品31,9
543,商品5,10
543,商品9,4
543,商品27,2
543,商品19,10
543,商品69,7
543,商品66,3
543,商品18,4
543,商品57,1
543,商品58,10
543,商品53,8
544,商品12,2
545,商品6,1
545,商品35,5
545,商品36,4
546,商品51,1
546,商品8,7
546,商品6,8
546,商品52,10
546,商品23,10
546,商品25,6
546,商品32,6
547,商品8,4
548,商品9,7
548,商品8,2
548,商品27,10
548,商品40,1
548,商品25,6
549,商品8,3
550,商品43,9
550,商品12,6
551,商品93,10
551,商品35,4
552,商品86,6
553,商品55,2
553,商品66,9
554,商品97,10
555,商品18,6
555,商品32,5
555,商品111,4
555,商品36,3
556,商品50,10
557,商品50,5
558,商品12,10
558,商品27,6
558,商品91,4
558,商品84,1
558,商品32,10
558,商品20,7
558,商品148,8
558,商品87,10
559,商品50,3
560,商品27,6
560,商品61,2
560,商品18,1
560,商品65,1
560,商品56,7
561,商品15,3
561,商品35,5
561,商品36,3
562,商品12,2
562,商品8,3
562,商品6,4
562,商品66,9
562,商品25,7
562,商品32,5
563,商品8,9
564,商品30,7
564,商品5,6
564,商品94,7
564,商品8,2
564,商品27,6
564,商品6,10
564,商品61,5
564,商品98,9
565,商品51,7
565,商品18,1
566,商品32,1
567,商品35,3
567,商品14,7
568,商品18,6
568,商品7,9
568,商品14,5
568,商品42,2
568,商品53,6
569,商品9,9
569,商品8,2
569,商品25,5
569,商品48,7
570,商品79,3
570,商品20,9
570,商品21,9
570,商品76,2
570,商品58,7
570,商品36,9
571,商品54,8
572,商品55,1
572,商品43,9
572,商品12,4
572,商品66,10
572,商品140,3
572,商品75,10
572,商品3,6
572,商品57,5
573,商品43,4
573,商品12,1
573,商品8,2
573,商品6,8
573,商品35,1
573,商品95,3
574,商品50,10
575,商品79,5
575,商品20,4
576,商品50,8
577,商品36,7
578,商品18,10
579,商品55,5
579,商品19,7
579,商品46,5
580,商品9,7
580,商品8,5
580,商品27,10
580,商品133,5
581,商品50,6
582,商品63,1
582,商品43,2
582,商品79,1
582,商品66,1
582,商品95,9
583,商品43,7
583,商品37,8
583,商品15,6
583,商品61,4
583,商品18,10
584,商品1,10
584,商品79,10
584,商品18,6
584,商品50,9
584,商品46,10
585,商品101,10
585,商品22,10
586,商品31,3
586,商品8,10
586,商品18,8
586,商品3,5
586,商品73,2
586,商品20,6
587,商品8,1
587,商品83,5
588,商品59,6
588,商品5,9
588,商品8,10
588,商品27,7
588,商品6,9
588,商品69,2
588,商品91,3
588,商品44,8
588,商品66,8
588,商品23,7
588,商品73,10
588,商品35,3
588,商品137,7
589,商品33,3
589,商品40,5
590,商品51,8
590,商品122,7
590,商品29,8
591,商品38,10
592,商品61,1
592,商品40,5
592,商品38,8
593,商品43,6
593,商品52,2
594,商品18,1
594,商品32,8
595,商品12,2
595,商品20,5
595,商品83,8
596,商品1,5
596,商品5,6
596,商品60,2
596,商品43,8
596,商品12,4
596,商品8,4
596,商品15,10
596,商品25,10
596,商品142,2
596,商品57,7
596,商品58,4
597,商品8,4
597,商品41,9
597,商品52,10
597,商品40,1
597,商品32,10
598,商品31,6
598,商品51,7
598,商品5,7
598,商品43,5
598,商品8,3
598,商品6,9
598,商品18,5
598,商品40,6
598,商品48,7
599,商品7,4
599,商品14,3
600,商品71,2
600,商品18,2
600,商品95,2
601,商品50,9
602,商品50,5
603,商品50,1
604,商品9,7
604,商品8,5
604,商品80,10
605,商品59,10
605,商品9,4
605,商品12,2
605,商品8,7
605,商品27,3
605,商品24,8
605,商品34,5
605,商品25,6
605,商品32,10
606,商品137,7
607,商品9,10
607,商品15,3
607,商品91,1
607,商品99,1
607,商品25,2
608,商品30,4
608,商品55,7
608,商品1,2
608,商品8,8
608,商品126,10
608,商品137,2
609,商品51,3
609,商品124,10
609,商品12,4
609,商品8,5
609,商品6,2
609,商品18,8
609,商品32,10
609,商品20,1
609,商品26,7
609,商品36,6
610,商品149,9
611,商品32,10
612,商品5,4
612,商品27,3
612,商品6,8
612,商品18,3
612,商品52,7
612,商品25,6
612,商品20,5
612,商品81,8
613,商品12,4
614,商品30,3
614,商品1,5
614,商品27,7
614,商品18,10
614,商品75,5
614,商品3,3
614,商品38,9
614,商品42,3
614,商品36,10
615,商品124,9
615,商品59,9
615,商品30,9
615,商品1,10
615,商品43,9
615,商品12,7
615,商品8,6
615,商品74,2
616,商品124,5
616,商品55,10
616,商品43,9
616,商品37,7
616,商品8,9
616,商品15,8
616,商品36,4
617,商品25,7
617,商品32,9
617,商品83,5
617,商品14,9
617,商品36,8
618,商品18,7
619,商品40,1
619,商品50,3
620,商品59,7
620,商品8,3
620,商品40,6
620,商品135,7
621,商品9,5
621,商品98,8
621,商品40,6
621,商品95,7
621,商品150,10
621,商品36,1
622,商品30,9
622,商品1,4
622,商品5,4
622,商品6,6
622,商品19,8
622,商品79,9
622,商品18,6
622,商品25,1
622,商品128,3
623,商品30,3
623,商品1,8
623,商品60,3
623,商品52,6
623,商品34,7
623,商品7,2
623,商品148,8
624,商品18,6
624,商品56,2
625,商品1,3
625,商品5,7
625,商品94,7
625,商品8,3
625,商品15,4
625,商品27,5
625,商品61,9
625,商品79,8
625,商品92,9
625,商品68,9
626,商品124,7
626,商品30,1
626,商品94,3
626,商品8,9
626,商品44,1
626,商品18,7
626,商品2,5
626,商品28,6
626,商品75,1
626,商品7,10
626,商品22,2
627,商品54,2
627,商品40,4
627,商品25,8
628,商品30,4
628,商品1,4
628,商品12,6
628,商品18,5
629,商品71,3
629,商品8,2
629,商品24,2
629,商品3,8
629,商品138,5
630,商品55,6
630,商品8,9
630,商品75,4
630,商品151,2
630,商品132,5
630,商品105,6
630,商品80,6
630,商品7,3
630,商品20,5
630,商品57,1
630,商品36,5
631,商品30,6
631,商品1,3
631,商品12,10
631,商品39,2
631,商品98,6
631,商品41,3
631,商品18,3
631,商品3,10
631,商品25,5
631,商品35,9
632,商品30,7
632,商品1,9
632,商品8,7
632,商品66,8
632,商品18,6
632,商品40,4
632,商品140,5
632,商品125,3
632,商品35,8
633,商品43,1
633,商品8,1
633,商品42,7
634,商品1,8
634,商品5,5
634,商品63,2
634,商品12,3
634,商品79,4
634,商品74,3
634,商品35,9
634,商品130,7
634,商品133,6
634,商品21,3
634,商品48,10
634,商品101,6
635,商品6,1
635,商品25,7
636,商品5,5
636,商品43,2
636,商品12,7
636,商品61,3
636,商品52,2
636,商品80,9
636,商品14,9
637,商品31,5
637,商品43,6
637,商品36,9
638,商品30,9
638,商品12,8
638,商品8,2
638,商品52,1
638,商品40,10
638,商品46,9
638,商品17,8
638,商品53,8
639,商品53,4
640,商品50,10
641,商品18,2
641,商品50,5
642,商品12,5
642,商品18,4
642,商品11,5
642,商品25,7
642,商品32,7
642,商品68,10
642,商品47,4
642,商品26,5
642,商品48,8
643,商品55,1
643,商品12,7
643,商品6,5
643,商品18,3
643,商品25,10
644,商品55,7
644,商品1,9
644,商品43,1
644,商品18,3
644,商品105,5
644,商品80,8
644,商品25,2
644,商品32,3
644,商品35,8
644,商品58,7
645,商品31,4
645,商品51,3
645,商品66,9
645,商品32,3
645,商品76,3
645,商品53,7
646,商品20,8
647,商品5,5
647,商品66,10
647,商品18,10
647,商品40,10
648,商品32,2
649,商品31,9
649,商品43,2
649,商品93,3
649,商品12,8
649,商品24,10
649,商品50,2
650,商品33,2
650,商品55,2
650,商品94,10
650,商品61,3
650,商品132,8
650,商品32,8
650,商品50,10
650,商品122,8
650,商品58,4
650,商品101,1
651,商品7,9
651,商品32,1
652,商品8,10
653,商品3,8
654,商品5,3
654,商品12,8
655,商品124,5
655,商品12,5
656,商品10,1
656,商品25,5
656,商品50,7
657,商品36,7
658,商品18,1
658,商品40,2
658,商品36,1
659,商品1,4
659,商品12,7
659,商品8,8
659,商品27,3
659,商品6,4
659,商品129,2
659,商品35,10
659,商品14,7
660,商品8,4
660,商品18,3
660,商品42,2
661,商品31,6
661,商品1,4
661,商品39,8
661,商品19,6
661,商品18,8
661,商品121,3
661,商品53,5
662,商品71,4
662,商品12,5
662,商品15,7
662,商品61,8
662,商品34,7
662,商品32,10
663,商品31,3
663,商品1,6
663,商品20,1
663,商品46,6
664,商品51,10
664,商品93,1
664,商品27,4
664,商品6,2
664,商品66,9
664,商品7,4
665,商品66,7
666,商品8,8
666,商品66,3
666,商品18,9
666,商品32,5
667,商品18,3
667,商品20,1
667,商品36,5
668,商品8,6
668,商品69,7
668,商品77,9
669,商品51,6
669,商品43,10
669,商品12,7
669,商品18,5
669,商品32,3
670,商品27,10
670,商品39,5
670,商品6,2
670,商品54,8
671,商品25,6
672,商品30,3
673,商品31,10
673,商品55,7
673,商品8,4
673,商品18,4
673,商品129,5
673,商品126,4
673,商品7,2
673,商品47,8
673,商品77,2
673,商品137,6
673,商品36,8
674,商品33,5
674,商品15,2
674,商品36,3
675,商品51,9
675,商品124,2
675,商品5,10
675,商品9,2
675,商品40,9
675,商品34,9
675,商品7,5
675,商品87,8
675,商品22,5
676,商品59,7
676,商品8,9
676,商品61,3
676,商品54,6
677,商品6,2
677,商品40,8
677,商品7,5
678,商品8,8
678,商品98,3
678,商品3,2
678,商品70,1
678,商品42,4
678,商品29,3
678,商品53,6
679,商品31,1
679,商品71,9
679,商品8,5
679,商品6,8
679,商品18,5
679,商品40,5
679,商品136,2
679,商品34,7
679,商品32,3
679,商品35,10
679,商品58,5
680,商品30,8
680,商品8,8
680,商品52,10
680,商品86,1
680,商品36,5
681,商品9,3
681,商品12,5
681,商品39,2
681,商品10,4
681,商品18,6
682,商品51,8
682,商品8,6
682,商品18,8
682,商品7,3
682,商品26,4
683,商品40,7
683,商品7,2
684,商品33,4
684,商品30,5
684,商品86,5
685,商品43,9
685,商品12,2
685,商品8,3
685,商品98,2
685,商品79,8
685,商品118,2
685,商品44,4
685,商品26,9
686,商品8,5
686,商品91,3
686,商品18,2
687,商品42,6
688,商品18,6
688,商品80,7
689,商品127,4
690,商品6,6
690,商品90,8
690,商品152,6
690,商品89,7
690,商品120,9
691,商品5,5
691,商品27,5
691,商品98,4
691,商品18,4
691,商品32,3
692,商品5,4
693,商品27,10
693,商品19,10
693,商品62,2
693,商品108,7
694,商品30,9
694,商品60,4
694,商品93,2
694,商品18,6
695,商品8,5
695,商品52,9
695,商品99,6
695,商品3,6
695,商品25,2
695,商品58,7
695,商品36,7
696,商品59,8
696,商品19,7
696,商品25,3
696,商品32,1
696,商品50,6
697,商品12,5
697,商品27,2
697,商品6,5
697,商品82,3
697,商品3,8
697,商品120,7
697,商品57,9
698,商品18,3
698,商品32,9
698,商品35,2
698,商品50,10
698,商品95,6
698,商品14,4
698,商品53,8
699,商品31,7
699,商品9,1
699,商品8,7
699,商品18,2
699,商品140,6
700,商品6,8
700,商品57,1
700,商品36,2
700,商品53,7
701,商品8,9
701,商品27,10
701,商品98,7
701,商品70,2
701,商品7,8
702,商品25,8
702,商品48,9
703,商品31,7
703,商品30,5
703,商品15,2
704,商品18,9
704,商品32,9
704,商品111,7
704,商品53,1
705,商品8,6
705,商品40,9
705,商品25,9
705,商品57,6
706,商品18,8
707,商品33,10
707,商品93,2
707,商品12,8
707,商品8,2
707,商品52,8
707,商品95,3
707,商品83,8
708,商品5,10
708,商品93,5
708,商品8,10
708,商品15,2
708,商品29,5
709,商品51,7
709,商品72,8
709,商品12,1
709,商品6,8
709,商品52,6
709,商品75,7
709,商品57,10
709,商品53,6
710,商品51,5
710,商品12,5
710,商品8,2
710,商品27,4
710,商品69,2
710,商品32,2
710,商品48,6
710,商品36,8
711,商品31,6
711,商品1,8
711,商品40,9
711,商品3,9
711,商品4,4
711,商品139,1
711,商品53,5
712,商品19,5
712,商品44,7
712,商品35,7
712,商品153,8
712,商品36,5
713,商品18,10
