商品ID,商品名称,品类
1759,商品1312,品类12
1760,商品1313,品类5
1762,商品1314,品类158
1767,商品1315,品类15
1769,商品1316,品类6
1770,商品1317,品类295
1771,商品1318,品类67
1772,商品1319,品类240
1777,商品1320,品类3
1779,商品1321,品类184
1783,商品1322,品类296
1784,商品1323,品类4
1785,商品1324,品类137
1791,商品1325,品类47
1792,商品1326,品类6
1793,商品1327,品类5
1794,商品1328,品类36
1797,商品1329,品类297
1798,商品1330,品类51
1799,商品1331,品类298
1801,商品1332,品类40
1804,商品1333,品类14
1805,商品1334,品类159
1806,商品1335,品类263
1807,商品1336,品类12
1809,商品1337,品类14
1810,商品1338,品类36
1812,商品1339,品类212
1816,商品1340,品类36
1821,商品1341,品类3
1824,商品1342,品类118
1825,商品1343,品类36
1826,商品1344,品类7
1827,商品1345,品类299
1829,商品1346,品类15
1831,商品1347,品类76
1833,商品1348,品类96
1834,商品1349,品类159
1835,商品1350,品类86
1836,商品1351,品类36
1837,商品1352,品类5
1839,商品1353,品类5
1840,商品1354,品类12
1841,商品1355,品类32
1844,商品1356,品类15
1845,商品1357,品类256
1848,商品1358,品类300
1855,商品1359,品类5
1856,商品1360,品类37
1857,商品1361,品类5
1858,商品1362,品类107
1859,商品1363,品类12
1860,商品1364,品类12
1862,商品1365,品类72
1863,商品1366,品类5
1866,商品1367,品类155
1867,商品1368,品类170
1870,商品1369,品类36
1873,商品1370,品类301
1875,商品1371,品类5
1876,商品1372,品类247
1881,商品1373,品类164
1882,商品1374,品类34
1883,商品1375,品类4
1884,商品1376,品类302
1885,商品1377,品类4
1887,商品1378,品类112
1888,商品1379,品类4
1889,商品1380,品类104
1891,商品1381,品类93
1892,商品1382,品类51
1893,商品1383,品类12
1894,商品1384,品类303
1895,商品1385,品类4
1897,商品1386,品类15
1900,商品1387,品类36
1902,商品1388,品类15
1904,商品1389,品类36
1906,商品1390,品类3
1907,商品1391,品类304
1909,商品1392,品类305
1910,商品1393,品类62
1911,商品1394,品类5
1912,商品1395,品类306
1913,商品1396,品类49
1914,商品1397,品类36
1916,商品1398,品类15
1917,商品1399,品类277
1918,商品1400,品类119
1919,商品1401,品类23
1920,商品1402,品类307
1921,商品1403,品类247
1922,商品1404,品类12
1923,商品1405,品类3
1924,商品1406,品类72
1926,商品1407,品类195
1927,商品1408,品类46
1928,商品1409,品类123
1929,商品1410,品类15
1931,商品1411,品类31
1932,商品1412,品类82
1933,商品1413,品类12
1934,商品1414,品类3
1936,商品1415,品类24
1937,商品1416,品类308
1938,商品1417,品类12
1939,商品1418,品类24
1940,商品1419,品类12
1941,商品1420,品类12
1942,商品1421,品类12
1944,商品1422,品类116
1945,商品1423,品类14
1946,商品1424,品类15
1947,商品1425,品类74
1948,商品1426,品类303
1949,商品1427,品类12
1950,商品1428,品类49
1951,商品1429,品类82
1952,商品1430,品类12
1953,商品1431,品类6
1954,商品1432,品类12
1955,商品1433,品类12
1956,商品1434,品类12
1957,商品1435,品类12
1958,商品1436,品类36
1959,商品1437,品类15
1960,商品1438,品类12
1961,商品1439,品类12
1962,商品1440,品类12
1963,商品1441,品类33
1964,商品1442,品类49
1965,商品1443,品类84
1966,商品1444,品类5
1967,商品1445,品类309
1968,商品1446,品类36
1969,商品1447,品类67
1970,商品1448,品类93
1971,商品1449,品类93
1972,商品1450,品类67
1973,商品1451,品类67
1974,商品1452,品类262
1975,商品1453,品类67
1976,商品1454,品类67
1977,商品1455,品类67
1978,商品1456,品类67
1979,商品1457,品类67
1980,商品1458,品类67
1981,商品1459,品类67
1982,商品1460,品类67
1983,商品1461,品类67
1984,商品1462,品类67
1985,商品1463,品类67
1986,商品1464,品类67
1987,商品1465,品类67
1990,商品1466,品类67
1991,商品1467,品类93
1992,商品1468,品类93
1993,商品1469,品类69
1994,商品1470,品类93
1995,商品1471,品类93
1996,商品1472,品类93
1997,商品1473,品类178
1998,商品1474,品类67
1999,商品1475,品类67
2000,商品1476,品类276
2001,商品1477,品类276
2002,商品1478,品类276
2003,商品1479,品类10
2004,商品1480,品类10
2005,商品1481,品类310
2006,商品1482,品类80
2007,商品1483,品类5
2008,商品1484,品类229
2009,商品1485,品类311
2010,商品1486,品类19
2011,商品1487,品类167
2012,商品1488,品类312
2013,商品1489,品类40
2014,商品1490,品类83
2015,商品1491,品类83
2016,商品1492,品类209
2017,商品1493,品类313
2018,商品1494,品类219
2019,商品1495,品类40
2020,商品1496,品类15
2021,商品1497,品类264
2022,商品1498,品类12
2023,商品1499,品类159
2024,商品1500,品类49
2025,商品1501,品类15
2026,商品1502,品类93
2027,商品1503,品类33
2028,商品1504,品类46
2032,商品1505,品类23
2033,商品1506,品类314
2034,商品1507,品类315
2035,商品1508,品类23
2036,商品1509,品类23
2037,商品1510,品类263
2038,商品1511,品类316
2040,商品1512,品类23
2041,商品1513,品类317
2042,商品1514,品类23
2043,商品1515,品类2
2044,商品1516,品类71
2046,商品1517,品类318
2048,商品1518,品类319
2050,商品1519,品类263
2051,商品1520,品类263
2052,商品1521,品类320
2053,商品1522,品类316
2054,商品1523,品类321
2055,商品1524,品类266
2056,商品1525,品类7
2057,商品1526,品类7
2058,商品1527,品类322
2059,商品1528,品类211
2060,商品1529,品类5
2064,商品1530,品类37
2065,商品1531,品类272
2066,商品1532,品类323
2067,商品1533,品类116
2068,商品1534,品类324
2069,商品1535,品类12
2070,商品1536,品类203
2071,商品1537,品类12
2072,商品1538,品类5
2073,商品1539,品类5
2074,商品1540,品类39
2075,商品1541,品类24
2076,商品1542,品类104
2077,商品1543,品类7
2078,商品1544,品类325
2080,商品1545,品类81
2081,商品1546,品类326
2082,商品1547,品类23
2083,商品1548,品类327
2084,商品1549,品类328
2085,商品1550,品类11
2087,商品1551,品类143
2088,商品1552,品类329
2089,商品1553,品类11
2090,商品1554,品类330
2091,商品1555,品类315
2092,商品1556,品类160
2093,商品1557,品类2
2094,商品1558,品类76
2095,商品1559,品类23
2096,商品1560,品类215
2097,商品1561,品类331
2098,商品1562,品类23
2099,商品1563,品类186
2100,商品1564,品类254
2102,商品1565,品类325
2103,商品1566,品类332
2104,商品1567,品类12
2105,商品1568,品类76
2106,商品1569,品类24
2107,商品1570,品类93
2108,商品1571,品类3
2109,商品1572,品类5
2110,商品1573,品类17
2111,商品1574,品类5
2112,商品1575,品类14
2114,商品1576,品类12
2115,商品1577,品类26
2116,商品1578,品类314
2117,商品1579,品类19
2118,商品1580,品类51
2119,商品1581,品类67
2120,商品1582,品类54
2121,商品1583,品类93
2122,商品1584,品类93
2123,商品1585,品类333
2124,商品1586,品类83
2125,商品1587,品类4
2126,商品1588,品类334
2130,商品1589,品类39
2131,商品1590,品类12
2132,商品1591,品类12
2133,商品1592,品类79
2134,商品1593,品类172
2135,商品1594,品类218
2136,商品1595,品类84
2137,商品1596,品类94
2138,商品1597,品类335
2139,商品1598,品类336
2140,商品1599,品类337
2141,商品1600,品类338
2142,商品1601,品类339
2143,商品1602,品类340
2144,商品1603,品类3
2145,商品1604,品类4
2146,商品1605,品类15
2147,商品1606,品类341
2148,商品1607,品类243
2149,商品1608,品类243
2150,商品1609,品类79
2151,商品1610,品类5
2152,商品1611,品类23
2153,商品1612,品类170
2154,商品1613,品类15
2155,商品1614,品类36
2156,商品1615,品类4
2159,商品1616,品类151
2160,商品1617,品类42
2161,商品1618,品类2
2162,商品1619,品类2
2163,商品1620,品类10
2164,商品1621,品类342
2165,商品1622,品类36
2166,商品1623,品类182
2167,商品1624,品类343
2169,商品1625,品类5
2170,商品1626,品类107
2171,商品1627,品类4
2172,商品1628,品类36
2174,商品1629,品类71
2175,商品1630,品类15
2176,商品1631,品类47
2177,商品1632,品类118
2178,商品1633,品类51
2179,商品1634,品类51
2180,商品1635,品类51
2181,商品1636,品类121
2182,商品1637,品类344
2183,商品1638,品类345
2184,商品1639,品类129
2185,商品1640,品类51
2186,商品1641,品类244
2187,商品1642,品类199
2188,商品1643,品类12
2190,商品1644,品类12
2193,商品1645,品类26
2194,商品1646,品类25
2195,商品1647,品类5
2196,商品1648,品类8
2201,商品1649,品类12
2202,商品1650,品类24
2203,商品1651,品类47
2204,商品1652,品类28
2205,商品1653,品类3
2206,商品1654,品类236
2207,商品1655,品类12
2208,商品1656,品类104
2210,商品1657,品类51
2211,商品1658,品类51
2212,商品1659,品类32
2226,商品1660,品类12
2227,商品1661,品类47
2231,商品1662,品类12
2232,商品1663,品类346
2236,商品1664,品类12
2239,商品1665,品类36
2240,商品1666,品类12
2241,商品1667,品类5
2243,商品1668,品类4
2244,商品1669,品类3
2245,商品1670,品类4
2247,商品1671,品类5
2248,商品1672,品类4
2249,商品1673,品类5
2252,商品1674,品类36
2253,商品1675,品类71
2255,商品1676,品类5
2256,商品1677,品类72
2257,商品1678,品类3
2259,商品1679,品类3
2260,商品1680,品类14
2261,商品1681,品类5
2262,商品1682,品类4
2263,商品1683,品类347
2264,商品1684,品类33
2265,商品1685,品类79
2266,商品1686,品类3
2267,商品1687,品类28
2268,商品1688,品类47
2269,商品1689,品类15
2271,商品1690,品类12
2272,商品1691,品类12
2273,商品1692,品类119
2275,商品1693,品类76
2278,商品1694,品类6
2279,商品1695,品类93
2280,商品1696,品类274
2281,商品1697,品类25
2282,商品1698,品类36
2283,商品1699,品类12
2286,商品1700,品类5
2287,商品1701,品类120
2288,商品1702,品类220
2289,商品1703,品类62
2290,商品1704,品类36
2291,商品1705,品类86
2292,商品1706,品类3
2294,商品1707,品类1
2295,商品1708,品类5
2296,商品1709,品类5
2297,商品1710,品类348
2298,商品1711,品类51
2300,商品1712,品类5
2301,商品1713,品类190
2302,商品1714,品类5
2303,商品1715,品类82
2304,商品1716,品类12
2306,商品1717,品类5
2307,商品1718,品类89
2310,商品1719,品类12
2311,商品1720,品类349
2312,商品1721,品类12
2313,商品1722,品类12
2314,商品1723,品类12
2315,商品1724,品类69
2316,商品1725,品类350
2318,商品1726,品类36
2320,商品1727,品类32
2321,商品1728,品类97
2322,商品1729,品类351
2323,商品1730,品类37
2324,商品1731,品类106
2325,商品1732,品类5
2327,商品1733,品类352
2328,商品1734,品类353
2329,商品1735,品类14
2330,商品1736,品类299
2331,商品1737,品类4
2332,商品1738,品类14
2333,商品1739,品类12
2334,商品1740,品类41
2335,商品1741,品类5
2336,商品1742,品类12
2337,商品1743,品类12
2338,商品1744,品类262
2339,商品1745,品类3
2340,商品1746,品类161
2342,商品1747,品类36
2344,商品1748,品类180
2346,商品1749,品类22
2347,商品1750,品类12
2348,商品1751,品类12
2349,商品1752,品类118
2350,商品1753,品类5
2351,商品1754,品类12
2352,商品1755,品类36
2353,商品1756,品类41
2354,商品1757,品类177
2355,商品1758,品类338
2356,商品1759,品类5
2357,商品1760,品类12
2358,商品1761,品类24
2359,商品1762,品类5
2360,商品1763,品类12
2361,商品1764,品类5
2362,商品1765,品类12
2363,商品1766,品类88
2364,商品1767,品类220
2365,商品1768,品类149
2366,商品1769,品类354
2367,商品1770,品类355
2368,商品1771,品类264
2369,商品1772,品类4
2370,商品1773,品类40
2371,商品1774,品类356
2372,商品1775,品类5
2373,商品1776,品类26
2374,商品1777,品类36
2375,商品1778,品类5
2376,商品1779,品类9
2377,商品1780,品类72
2378,商品1781,品类33
2379,商品1782,品类33
2380,商品1783,品类33
2381,商品1784,品类33
2382,商品1785,品类33
2383,商品1786,品类33
2384,商品1787,品类64
2385,商品1788,品类3
2387,商品1789,品类33
2388,商品1790,品类15
2389,商品1791,品类151
2390,商品1792,品类5
2391,商品1793,品类47
2392,商品1794,品类212
2393,商品1795,品类357
2394,商品1796,品类358
2395,商品1797,品类36
2396,商品1798,品类4
2398,商品1799,品类36
2399,商品1800,品类2
2400,商品1801,品类185
